IGBP iq    i     j    rlong      rlat  iveg frac-c4
   629     5    14    240.95    -49.05   0  0.00
   630     6    14    239.81    -50.55   0  0.00
   631     7    14    238.55    -52.04   0  0.00
   632     8    14    237.15    -53.51   0  0.00
   633     9    14    235.60    -54.97   0  0.00
   634    10    14    233.88    -56.40   0  0.00
   635    11    14    231.99    -57.81   0  0.00
   636    12    14    229.89    -59.19   0  0.00
   637    13    14    227.57    -60.53   0  0.00
   638    14    14    225.00    -61.83   0  0.00
   639    15    14    222.16    -63.07   0  0.00
   640    16    14    219.04    -64.26   0  0.00
   641    17    14    215.59    -65.36   0  0.00
   642    18    14    211.82    -66.38   0  0.00
   643    19    14    207.71    -67.29   0  0.00
   644    20    14    203.26    -68.09   0  0.00
   645    21    14    198.48    -68.75   0  0.00
   646    22    14    193.43    -69.26   0  0.00
   647    23    14    188.15    -69.61   0  0.00
   648    24    14    182.73    -69.79   0  0.00
   649    25    14    177.27    -69.79   0  0.00
   650    26    14    171.85    -69.61   0  0.00
   651    27    14    166.57    -69.26   0  0.00
   652    28    14    161.52    -68.75   0  0.00
   653    29    14    156.74    -68.09   0  0.00
   654    30    14    152.29    -67.29   0  0.00
   655    31    14    148.18    -66.38   0  0.00
   656    32    14    144.41    -65.36   0  0.00
   657    33    14    140.96    -64.26   0  0.00
   658    34    14    137.84    -63.07   0  0.00
   659    35    14    135.00    -61.83   0  0.00
   660    36    14    132.43    -60.53   0  0.00
   661    37    14    130.11    -59.19   0  0.00
   662    38    14    128.01    -57.81   0  0.00
   663    39    14    126.12    -56.40   0  0.00
   664    40    14    124.40    -54.97   0  0.00
   665    41    14    122.85    -53.51   0  0.00
   666    42    14    121.45    -52.04   0  0.00
   667    43    14    120.19    -50.55   0  0.00
   668    44    14    119.05    -49.05   0  0.00
   669    45    14    118.02    -47.54   0  0.00
   670    46    14    117.10    -46.01   0  0.00
   671    47    14    116.27    -44.47   0  0.00
   672    48    14    115.53    -42.92   0  0.00
   673     1    15    246.64    -43.42   0  0.00
   674     2    15    245.94    -45.02   0  0.00
   675     3    15    245.15    -46.60   0  0.00
   676     4    15    244.28    -48.17   0  0.00
   677     5    15    243.31    -49.74   0  0.00
   678     6    15    242.22    -51.29   0  0.00
   679     7    15    241.02    -52.83   0  0.00
   680     8    15    239.68    -54.36   0  0.00
   681     9    15    238.20    -55.88   0  0.00
   682    10    15    236.55    -57.37   0  0.00
   683    11    15    234.71    -58.84   0  0.00
   684    12    15    232.66    -60.29   0  0.00
   685    13    15    230.38    -61.70   0  0.00
   686    14    15    227.84    -63.07   0  0.00
   687    15    15    225.00    -64.40   0  0.00
   688    16    15    221.84    -65.66   0  0.00
   689    17    15    218.32    -66.84   0  0.00
   690    18    15    214.42    -67.94   0  0.00
   691    19    15    210.11    -68.93   0  0.00
   692    20    15    205.39    -69.80   0  0.00
   693    21    15    200.26    -70.53   0  0.00
   694    22    15    194.77    -71.09   0  0.00
   695    23    15    188.99    -71.48   0  0.00
   696    24    15    183.02    -71.68   0  0.00
   697    25    15    176.98    -71.68   0  0.00
   698    26    15    171.01    -71.48   0  0.00
   699    27    15    165.23    -71.09  15  0.00
   700    28    15    159.74    -70.53  15  0.00
   701    29    15    154.61    -69.80  15  0.00
   702    30    15    149.89    -68.93  15  0.00
   703    31    15    145.58    -67.94  15  0.00
   704    32    15    141.68    -66.84  15  0.00
   705    33    15    138.16    -65.66   0  0.00
   706    34    15    135.00    -64.40   0  0.00
   707    35    15    132.16    -63.07   0  0.00
   708    36    15    129.62    -61.70   0  0.00
   709    37    15    127.34    -60.29   0  0.00
   710    38    15    125.29    -58.84   0  0.00
   711    39    15    123.45    -57.37   0  0.00
   712    40    15    121.80    -55.88   0  0.00
   713    41    15    120.32    -54.36   0  0.00
   714    42    15    118.98    -52.83   0  0.00
   715    43    15    117.78    -51.29   0  0.00
   716    44    15    116.69    -49.74   0  0.00
   717    45    15    115.72    -48.17   0  0.00
   718    46    15    114.85    -46.60   0  0.00
   719    47    15    114.06    -45.02   0  0.00
   720    48    15    113.36    -43.42   0  0.00
   721     1    16    248.88    -43.89   0  0.00
   722     2    16    248.22    -45.52   0  0.00
   723     3    16    247.49    -47.15   0  0.00
   724     4    16    246.68    -48.76   0  0.00
   725     5    16    245.77    -50.37   0  0.00
   726     6    16    244.76    -51.98   0  0.00
   727     7    16    243.63    -53.57   0  0.00
   728     8    16    242.37    -55.15   0  0.00
   729     9    16    240.96    -56.72   0  0.00
   730    10    16    239.39    -58.28   0  0.00
   731    11    16    237.63    -59.81   0  0.00
   732    12    16    235.66    -61.33   0  0.00
   733    13    16    233.45    -62.81   0  0.00
   734    14    16    230.96    -64.26   0  0.00
   735    15    16    228.16    -65.66   0  0.00
   736    16    16    225.00    -67.00   0  0.00
   737    17    16    221.44    -68.27   0  0.00
   738    18    16    217.43    -69.46   0  0.00
   739    19    16    212.93    -70.54   0  0.00
   740    20    16    207.92    -71.49   0  0.00
   741    21    16    202.40    -72.29   0  0.00
   742    22    16    196.41    -72.92   0  0.00
   743    23    16    190.02    -73.35   0  0.00
   744    24    16    183.37    -73.57   0  0.00
   745    25    16    176.63    -73.57   0  0.00
   746    26    16    169.98    -73.35   0  0.00
   747    27    16    163.59    -72.92  15  0.00
   748    28    16    157.60    -72.29  15  0.00
   749    29    16    152.08    -71.49  15  0.00
   750    30    16    147.07    -70.54  15  0.00
   751    31    16    142.57    -69.46  15  0.00
   752    32    16    138.56    -68.27  15  0.00
   753    33    16    135.00    -67.00  15  0.00
   754    34    16    131.84    -65.66   0  0.00
   755    35    16    129.04    -64.26   0  0.00
   756    36    16    126.55    -62.81   0  0.00
   757    37    16    124.33    -61.33   0  0.00
   758    38    16    122.36    -59.81   0  0.00
   759    39    16    120.61    -58.28   0  0.00
   760    40    16    119.04    -56.72   0  0.00
   761    41    16    117.63    -55.15   0  0.00
   762    42    16    116.37    -53.57   0  0.00
   763    43    16    115.24    -51.98   0  0.00
   764    44    16    114.23    -50.37   0  0.00
   765    45    16    113.32    -48.76   0  0.00
   766    46    16    112.51    -47.15   0  0.00
   767    47    16    111.78    -45.52   0  0.00
   768    48    16    111.12    -43.89   0  0.00
   769     1    17    251.18    -44.31   0  0.00
   770     2    17    250.59    -45.98   0  0.00
   771     3    17    249.92    -47.65   0  0.00
   772     4    17    249.17    -49.31   0  0.00
   773     5    17    248.34    -50.96   0  0.00
   774     6    17    247.41    -52.61   0  0.00
   775     7    17    246.37    -54.25   0  0.00
   776     8    17    245.20    -55.88   0  0.00
   777     9    17    243.90    -57.50   0  0.00
   778    10    17    242.43    -59.11   0  0.00
   779    11    17    240.77    -60.71   0  0.00
   780    12    17    238.91    -62.29   0  0.00
   781    13    17    236.80    -63.84   0  0.00
   782    14    17    234.41    -65.36   0  0.00
   783    15    17    231.68    -66.84   0  0.00
   784    16    17    228.56    -68.27   0  0.00
   785    17    17    225.00    -69.64   0  0.00
   786    18    17    220.92    -70.92   0  0.00
   787    19    17    216.27    -72.09   0  0.00
   788    20    17    210.98    -73.14   0  0.00
   789    21    17    205.03    -74.03   0  0.00
   790    22    17    198.45    -74.74   0  0.00
   791    23    17    191.32    -75.23   0  0.00
   792    24    17    183.82    -75.48   0  0.00
   793    25    17    176.18    -75.48   0  0.00
   794    26    17    168.68    -75.23   0  0.00
   795    27    17    161.55    -74.74  15  0.00
   796    28    17    154.97    -74.03  15  0.00
   797    29    17    149.02    -73.14  15  0.00
   798    30    17    143.73    -72.09  15  0.00
   799    31    17    139.08    -70.92  15  0.00
   800    32    17    135.00    -69.64  15  0.00
   801    33    17    131.44    -68.27  15  0.00
   802    34    17    128.32    -66.84  15  0.00
   803    35    17    125.59    -65.36   0  0.00
   804    36    17    123.20    -63.84   0  0.00
   805    37    17    121.09    -62.29   0  0.00
   806    38    17    119.22    -60.71   0  0.00
   807    39    17    117.57    -59.11   0  0.00
   808    40    17    116.11    -57.50   0  0.00
   809    41    17    114.80    -55.88   0  0.00
   810    42    17    113.63    -54.25   0  0.00
   811    43    17    112.59    -52.61   0  0.00
   812    44    17    111.66    -50.96   0  0.00
   813    45    17    110.83    -49.31   0  0.00
   814    46    17    110.08    -47.65   0  0.00
   815    47    17    109.41    -45.98   0  0.00
   816    48    17    108.82    -44.31   0  0.00
   817     1    18    253.56    -44.69   0  0.00
   818     2    18    253.02    -46.40   0  0.00
   819     3    18    252.42    -48.10   0  0.00
   820     4    18    251.76    -49.79   0  0.00
   821     5    18    251.01    -51.48   0  0.00
   822     6    18    250.17    -53.17   0  0.00
   823     7    18    249.23    -54.85   0  0.00
   824     8    18    248.17    -56.53   0  0.00
   825     9    18    246.99    -58.21   0  0.00
   826    10    18    245.65    -59.87   0  0.00
   827    11    18    244.13    -61.53   0  0.00
   828    12    18    242.40    -63.17   0  0.00
   829    13    18    240.43    -64.79   0  0.00
   830    14    18    238.18    -66.38   0  0.00
   831    15    18    235.58    -67.94   0  0.00
   832    16    18    232.57    -69.46   0  0.00
   833    17    18    229.08    -70.92   0  0.00
   834    18    18    225.00    -72.30   0  0.00
   835    19    18    220.24    -73.58   0  0.00
   836    20    18    214.70    -74.74   0  0.00
   837    21    18    208.31    -75.74   0  0.00
   838    22    18    201.04    -76.54   0  0.00
   839    23    18    193.00    -77.10   0  0.00
   840    24    18    184.40    -77.39   0  0.00
   841    25    18    175.60    -77.39   0  0.00
   842    26    18    167.00    -77.10   0  0.00
   843    27    18    158.96    -76.54  15  0.00
   844    28    18    151.69    -75.74  15  0.00
   845    29    18    145.30    -74.74  15  0.00
   846    30    18    139.76    -73.58  15  0.00
   847    31    18    135.00    -72.30  15  0.00
   848    32    18    130.92    -70.92  15  0.00
   849    33    18    127.43    -69.46  15  0.00
   850    34    18    124.42    -67.94  15  0.00
   851    35    18    121.82    -66.38   0  0.00
   852    36    18    119.57    -64.79   0  0.00
   853    37    18    117.60    -63.17   0  0.00
   854    38    18    115.87    -61.53   0  0.00
   855    39    18    114.36    -59.87   0  0.00
   856    40    18    113.01    -58.21   0  0.00
   857    41    18    111.83    -56.53   0  0.00
   858    42    18    110.77    -54.85   0  0.00
   859    43    18    109.83    -53.17   0  0.00
   860    44    18    108.99    -51.48   0  0.00
   861    45    18    108.25    -49.79   0  0.00
   862    46    18    107.58    -48.10   0  0.00
   863    47    18    106.98    -46.40   0  0.00
   864    48    18    106.44    -44.69   0  0.00
   865     1    19    255.98    -45.03   0  0.00
   866     2    19    255.52    -46.76   0  0.00
   867     3    19    255.00    -48.49   0  0.00
   868     4    19    254.42    -50.22   0  0.00
   869     5    19    253.76    -51.94   0  0.00
   870     6    19    253.03    -53.67   0  0.00
   871     7    19    252.21    -55.39   0  0.00
   872     8    19    251.28    -57.11   0  0.00
   873     9    19    250.23    -58.83   0  0.00
   874    10    19    249.04    -60.54   0  0.00
   875    11    19    247.68    -62.25   0  0.00
   876    12    19    246.14    -63.94   0  0.00
   877    13    19    244.35    -65.63   0  0.00
   878    14    19    242.29    -67.29   0  0.00
   879    15    19    239.89    -68.93   0  0.00
   880    16    19    237.07    -70.54   0  0.00
   881    17    19    233.73    -72.09   0  0.00
   882    18    19    229.76    -73.58   0  0.00
   883    19    19    225.00    -74.99  15  0.00
   884    20    19    219.29    -76.27  15  0.00
   885    21    19    212.48    -77.39  15  0.00
   886    22    19    204.45    -78.31  15  0.00
   887    23    19    195.26    -78.96  15  0.00
   888    24    19    185.20    -79.31  15  0.00
   889    25    19    174.80    -79.31  15  0.00
   890    26    19    164.74    -78.96  15  0.00
   891    27    19    155.55    -78.31  15  0.00
   892    28    19    147.52    -77.39  15  0.00
   893    29    19    140.71    -76.27  15  0.00
   894    30    19    135.00    -74.99  15  0.00
   895    31    19    130.24    -73.58  15  0.00
   896    32    19    126.27    -72.09  15  0.00
   897    33    19    122.93    -70.54  15  0.00
   898    34    19    120.11    -68.93  15  0.00
   899    35    19    117.71    -67.29  15  0.00
   900    36    19    115.64    -65.63   0  0.00
   901    37    19    113.86    -63.94   0  0.00
   902    38    19    112.32    -62.25   0  0.00
   903    39    19    110.96    -60.54   0  0.00
   904    40    19    109.77    -58.83   0  0.00
   905    41    19    108.72    -57.11   0  0.00
   906    42    19    107.79    -55.39   0  0.00
   907    43    19    106.97    -53.67   0  0.00
   908    44    19    106.24    -51.94   0  0.00
   909    45    19    105.58    -50.22   0  0.00
   910    46    19    105.00    -48.49   0  0.00
   911    47    19    104.48    -46.76   0  0.00
   912    48    19    104.02    -45.03   0  0.00
   913     1    20    258.46    -45.31   0  0.00
   914     2    20    258.07    -47.07   0  0.00
   915     3    20    257.64    -48.83   0  0.00
   916     4    20    257.15    -50.58   0  0.00
   917     5    20    256.60    -52.33   0  0.00
   918     6    20    255.98    -54.09   0  0.00
